distance(cm);start;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;end;index;code
50;9803;1811;1811;595;597;594;595;595;1811;1811;1811;604;594;594;1811;1812;1811;1811;1810;594;594;594;586;595;594;594;585;1820;1820;1812;1811;1811;1819;1079;29;s11000001110001111100000000111111t;
50;9803;1818;1821;594;595;594;594;594;1811;1811;1811;594;603;603;1812;1811;1801;1811;1820;604;594;594;594;604;594;594;594;1820;1811;1821;1809;1811;1811;1070;30;s11000001110001111100000000111111t;
50;9812;1811;1820;603;585;590;594;594;1811;1820;1812;594;594;594;1811;1811;1821;1811;1812;603;594;594;594;594;604;594;594;1811;1802;1811;1820;1811;1811;1070;31;s11000001110001111100000000111111t;
50;9803;1808;1817;591;591;599;591;600;1808;1806;1808;591;600;600;1808;1817;1817;1817;1817;590;591;591;591;588;600;591;600;1817;1808;1808;1817;1808;1818;1066;32;s11000001110001111100000000111111t;
50;9789;1807;1808;600;590;600;599;600;1816;1816;1811;591;599;591;1807;1816;1817;1817;1817;600;590;591;590;600;600;591;591;1817;1817;1808;1817;1808;1817;1076;33;s11000001110001111100000000111111t;
50;9801;1807;1817;600;590;590;600;600;1816;1817;1808;591;591;600;1790;1808;1817;1807;1807;599;600;599;591;590;600;590;600;1816;1805;1817;1817;1808;1817;1076;34;s11000001110001111100000000111111t;
50;9808;1807;1808;600;600;590;591;600;1817;1807;1817;600;590;590;1817;1807;1808;1817;1808;600;591;601;591;591;591;600;591;1808;1820;1808;1815;1818;1807;1076;35;s11000001110001111100000000111111t;
50;9794;297;1816;1899;600;590;600;591;600;1807;1817;1799;591;591;599;1808;1808;1817;1806;1808;590;591;591;591;600;600;591;591;1817;1808;1817;1808;1808;1815;36;se1e000001110001111100000000111111;
50;9792;1817;1807;591;591;591;591;591;1816;1817;1808;600;599;591;1816;1816;1807;1816;1817;589;599;591;599;591;590;600;599;1817;1817;1817;1817;1817;1808;1076;37;s11000001110001111100000000111111t;
50;9812;1807;1808;600;600;591;591;600;1805;1808;1817;590;591;600;1817;1817;1817;1807;1817;591;600;591;600;600;591;591;587;1808;1808;1808;1813;1808;1816;1075;38;s11000001110001111100000000111111t;
50;9805;1807;1807;600;600;591;600;590;1808;1816;1815;599;590;590;1817;1807;1808;1817;1807;600;600;591;591;600;601;600;590;1817;1817;1808;1817;1808;1817;1076;39;s11000001110001111100000000111111t;
50;9795;1812;1820;603;585;594;604;603;1811;1817;1802;594;594;594;1802;1813;1820;2347;1795;594;595;594;594;594;594;594;595;1811;1811;1811;1793;1812;1820;1079;40;s1100000111000111e100000000111111t;
50;9800;1807;1816;600;591;591;600;600;1808;1817;1817;591;590;591;1817;1808;1817;1806;1808;600;600;590;591;600;600;591;591;1817;1807;1808;1817;1806;1808;1076;41;s11000001110001111100000000111111t;
50;9805;1807;1808;600;591;597;600;591;1808;1807;1808;591;600;600;1817;2058;1814;1808;1815;595;599;600;599;590;590;600;599;1817;1817;1817;1816;1817;1808;1075;42;s11000001110001e11100000000111111t;
50;9803;1811;1811;594;603;595;595;594;1810;1802;1820;604;594;594;1811;1802;1821;1820;1811;595;595;594;594;594;594;594;595;1811;1820;1810;1812;1802;1821;1079;43;s11000001110001111100000000111111t;
50;9801;1808;1817;601;591;601;591;600;1808;1818;1814;591;591;591;1817;1808;1815;1811;1808;600;600;591;591;600;591;591;585;1808;1817;1808;1808;1812;1808;1085;44;s11000001110001111100000000111111t;
50;9800;1807;1808;591;597;600;600;591;1807;1300;1811;591;603;591;1809;1808;1808;1808;1818;591;591;601;600;601;591;600;591;2171;1808;1817;1807;1817;1817;1075;45;s11000001e10001111100000000e11111t;
50;9807;1813;1817;581;590;591;600;600;1808;1816;1808;591;600;591;1809;1807;2321;1808;1815;599;590;591;600;600;591;591;591;1808;1808;1817;1808;1817;1817;1067;46;s110000011100011e1100000000111111t;
50;9793;1808;1817;592;600;591;600;591;1817;1815;1808;591;600;601;1817;1817;1808;1820;1817;591;591;594;600;590;589;591;600;1808;1817;1817;1808;1817;1808;1076;47;s11000001110001111100000000111111t;
50;9801;1808;1808;600;600;590;600;591;1808;1808;1808;590;591;600;1817;1817;1817;1808;1817;591;600;591;600;591;600;600;591;1815;1817;1808;1817;1808;1817;1075;48;s11000001110001111100000000111111t;
50;9806;1808;1808;599;600;591;590;590;1807;1808;1817;591;590;600;1815;1808;1817;1817;1814;600;600;591;591;600;600;591;591;1808;1817;1807;1817;1808;1817;1076;49;s11000001110001111100000000111111t;
50;9834;1815;1808;618;592;591;600;591;1808;1808;1817;592;591;591;1816;1808;1822;1808;1808;591;600;591;591;600;600;600;591;1807;1808;1808;1814;2307;1817;1076;50;s110000011100011111000000001111e1t;
50;9800;1817;1804;589;599;590;600;590;1816;1817;1808;600;591;600;1808;1817;1808;1824;1817;591;591;591;600;591;591;601;600;1808;1808;1808;1808;1813;1817;1076;51;s11000001110001111100000000111111t;
50;9802;1817;1817;600;590;591;590;590;1817;1808;1808;600;590;600;1816;1807;1817;1817;1808;600;600;591;591;590;600;591;600;1808;1817;1808;1816;1817;1808;1076;52;s11000001110001111100000000111111t;
50;9800;1808;1808;591;600;591;600;591;1819;1809;1817;600;590;591;1816;1807;1808;1817;1808;600;599;600;591;590;590;600;590;1811;1816;1816;1817;1817;1817;1067;53;s11000001110001111100000000111111t;
50;9804;1811;1812;594;603;594;594;594;1811;1811;1820;603;585;585;1819;1811;1811;1820;1811;594;595;603;594;594;594;604;604;1811;1811;1802;1812;1820;1811;1080;54;s11000001110001111100000000111111t;
50;9800;1808;1816;599;591;591;591;599;1808;1808;1817;600;599;591;1807;1815;1816;1817;1817;600;590;600;590;591;599;591;398;1814;1815;1808;1811;1817;1808;1085;55;s1100000111000111110000000e111111t;
50;9795;1811;1812;594;595;594;576;585;1811;1820;1812;594;594;604;1811;1811;1820;1812;1811;602;594;594;594;594;594;594;594;1811;1802;1821;1820;1811;1811;1070;56;s11000001110001111100000000111111t;
50;9796;1808;1807;600;600;595;600;647;1823;1817;1817;591;591;590;1959;1813;1816;1816;1807;599;591;599;591;591;599;600;600;1817;1817;1817;1817;1816;1808;1076;57;s1100000111000e111100000000111111t;
50;9801;1816;1808;591;600;591;600;591;1817;1817;1805;591;600;600;1816;1817;1808;1817;1817;591;591;590;600;599;599;591;589;1808;1807;1807;1807;1817;1817;1075;58;s11000001110001111100000000111111t;
50;9795;1811;1820;613;603;594;594;595;1820;1812;1811;595;585;594;1820;1809;1812;1811;1243;585;603;603;383;585;594;595;604;1811;1811;1802;1811;1811;1811;1079;59;s11000001110001111e000e0000111111t;
50;9809;1826;1815;600;591;600;591;600;1812;1808;1808;600;599;600;1816;1816;1817;1815;1807;600;591;590;600;590;600;600;590;1808;1816;1808;1816;1815;1807;1075;60;s11000001110001111100000000111111t;
50;9801;1808;1818;591;591;589;600;600;1808;1814;1818;591;591;600;1817;1817;1808;1328;1812;591;600;591;591;600;601;601;586;1817;1827;1808;1807;1808;1808;1083;61;s1100000111000111e100000000111111t;
50;9819;1820;1811;594;604;603;594;594;1810;1802;1820;595;604;585;1811;1821;1811;1811;1812;585;594;603;603;594;594;594;604;1811;1811;1811;1812;1820;1811;1080;62;s11000001110001111100000000111111t;
50;9796;1813;1823;591;591;600;600;591;1808;1807;1815;591;591;600;1807;1817;1817;1809;1817;591;591;591;600;600;591;589;591;1817;1808;1817;1817;1806;1818;1067;63;s11000001110001111100000000111111t;
50;9810;1817;1808;591;591;600;600;591;1808;1817;1808;600;661;600;1817;1817;1808;1816;1817;582;591;591;600;600;591;591;600;1808;1816;1817;1808;1817;1808;1075;64;s11000001110e01111100000000111111t;
50;9803;1817;1808;591;600;600;600;591;1817;1817;1805;600;599;600;1808;1815;1807;1808;1817;590;600;590;600;600;591;590;591;1808;1807;1821;1808;1817;1816;1076;65;s11000001110001111100000000111111t;
50;9813;1817;1806;590;600;591;590;591;1817;1807;1808;600;599;591;1816;1817;1815;1815;1817;591;591;590;599;590;590;591;600;1808;1817;1817;1817;1815;1817;1076;66;s11000001110001111100000000111111t;
50;9800;1817;1817;591;607;591;600;591;1817;1817;1808;600;591;600;1807;1807;1807;1807;1815;590;591;599;600;600;591;590;600;1816;1807;1816;1807;1808;1817;1076;67;s11000001110001111100000000111111t;
50;9798;1817;1817;591;591;590;600;600;1817;1817;1808;591;591;600;1809;1817;1817;1817;1817;600;592;597;600;591;600;591;591;1808;1806;1808;1817;1807;1817;1076;68;s11000001110001111100000000111111t;
50;9802;1808;1817;600;600;591;590;600;1807;1809;1817;590;600;590;1817;1817;1817;1817;1817;590;600;591;600;591;600;599;590;1816;1817;1817;1817;1808;1817;1076;69;s11000001110001111100000000111111t;
50;9801;1821;1820;594;594;594;594;603;1811;1811;1802;585;594;594;1811;1811;1811;1811;1820;603;585;585;595;604;604;585;595;1820;1811;1774;1811;1802;1820;1070;70;s11000001110001111100000000111111t;
50;9800;297;1806;1807;590;600;591;599;590;1817;1808;1817;590;590;591;1817;1799;1807;1817;1808;590;600;591;591;590;600;600;591;1808;1817;1807;1817;1799;1807;71;se11000001110001111100000000111111;
50;9793;1811;1807;591;600;599;591;590;1817;1808;1808;600;590;591;1807;1807;1807;1816;1808;600;591;600;591;600;591;600;591;1807;1817;1807;1817;1818;1815;1076;72;s11000001110001111100000000111111t;
50;9806;1808;1808;591;601;591;592;586;1808;1808;1808;600;600;591;1808;1817;870;1821;1808;600;592;599;591;599;600;590;591;1807;1816;1807;1808;1808;1808;1076;73;s110000011100011e1100000000111111t;
50;9809;1817;1808;600;590;590;600;590;1817;1816;1808;600;591;591;1808;1817;1808;1817;1817;591;591;600;591;591;591;600;600;1817;1808;1817;1808;1817;1808;1076;74;s11000001110001111100000000111111t;
50;9803;1811;1811;594;594;585;594;594;1821;1811;1811;604;594;594;1818;1802;1820;1820;1812;594;594;594;595;594;594;594;594;1812;1820;1811;1812;1811;1812;1079;75;s11000001110001111100000000111111t;
50;9793;1805;1808;600;582;591;591;600;1808;1817;1808;591;775;607;1807;1808;1817;1817;1817;591;591;600;591;591;591;600;600;1817;1817;1817;1815;1812;1808;1076;76;s11000001110e01111100000000111111t;
50;9801;1816;1817;590;591;601;600;601;1808;1817;1808;600;591;601;1808;1817;1817;1815;1821;600;591;592;601;592;591;600;591;1817;1808;1818;1817;1808;1816;1368;77;s11000001110001111100000000111111e;
50;9801;1807;1817;600;591;591;591;600;1806;1808;1817;591;590;600;1816;1816;1816;1807;1816;599;600;591;591;590;600;600;599;1817;1817;1817;1817;1807;1817;1076;78;s11000001110001111100000000111111t;
50;9801;1817;1808;593;601;595;600;591;1818;1725;1818;591;591;591;1818;1808;1817;1164;1808;591;600;591;591;592;591;600;584;1807;1808;1808;1807;1817;1807;1075;79;s1100000111000111e100000000111111t;
50;9800;1807;1826;590;591;600;600;590;1817;1817;1816;600;599;600;1807;1808;1808;1807;1817;591;600;600;591;591;591;600;591;1807;1808;1817;1807;1808;1808;1075;80;s11000001110001111100000000111111t;
50;9808;1811;1817;599;600;591;591;600;1817;1807;1817;600;590;591;1808;1808;1808;1817;1808;591;600;600;591;591;600;600;591;1808;1823;1807;1808;1818;1808;1076;81;s11000001110001111100000000111111t;
50;9800;1813;1817;591;591;591;600;600;1817;1817;1807;591;591;600;1808;1814;1818;1808;1817;600;590;591;591;600;600;591;591;1817;1807;1817;1814;1808;1817;1076;82;s11000001110001111100000000111111t;
50;9809;1807;1815;590;599;590;599;590;1817;1808;1808;601;591;591;1808;1808;1808;1812;1808;590;600;600;591;590;600;600;581;1808;1807;1808;1808;1817;1817;1076;83;s11000001110001111100000000111111t;
50;9803;1817;1817;590;591;590;600;600;1807;1816;1817;591;591;591;1808;1808;1808;1808;1808;598;600;600;590;591;600;591;591;1817;1808;1808;1817;1808;1817;1076;84;s11000001110001111100000000111111t;
50;9801;1808;1817;600;590;590;600;600;1813;1817;1808;591;600;591;1812;1817;1817;1808;1817;600;590;591;590;600;599;591;599;1817;1808;1817;1817;1808;1817;1066;85;s11000001110001111100000000111111t;
50;9799;1807;1817;600;590;590;591;600;1808;1817;1815;590;591;591;1807;1808;1817;1807;1808;600;591;591;591;600;600;591;598;1817;1817;1817;1808;1811;1817;1067;86;s11000001110001111100000000111111t;
50;9808;1808;1817;599;600;591;591;600;1808;1808;1817;591;590;599;1816;1807;1816;1807;1808;600;590;591;590;599;590;600;590;1816;1822;1807;1808;1808;1807;1085;87;s11000001110001111100000000111111t;
50;9800;1817;1808;600;591;600;600;600;1816;1817;1817;600;590;600;1807;1806;1807;1808;1808;591;590;600;599;600;590;591;599;1808;1808;1817;1808;1808;1817;1076;88;s11000001110001111100000000111111t;
50;9801;1817;1812;591;545;600;599;590;1808;1817;1808;600;600;591;1807;1808;1808;1809;1816;591;591;591;622;600;591;600;595;1807;1816;1816;1807;1815;1817;1076;89;s11000001110001111100000000111111t;
50;9804;1810;1811;594;595;594;594;604;1808;1820;1812;594;594;594;1811;1811;1820;1812;1816;603;594;595;594;594;585;594;594;1811;1812;1811;1812;1820;1811;1079;90;s11000001110001111100000000111111t;
50;9796;1817;1808;554;600;591;591;591;1817;1808;1813;591;600;591;1830;1818;1808;1809;1808;590;600;599;590;591;591;601;599;1817;1817;1808;1817;1817;1808;1076;91;s11000001110001111100000000111111t;
50;9801;1826;1817;591;599;600;590;600;1817;1817;1817;591;634;591;1808;1808;1808;1817;1807;591;600;591;591;590;600;599;591;1807;1817;1808;1808;1808;1808;1076;92;s11000001110001111100000000111111t;
50;9812;1811;1818;594;603;585;595;604;1811;1820;1811;594;586;586;1821;1811;1808;1820;1286;594;603;594;594;594;594;594;586;1811;1820;1811;1812;1817;1811;1079;93;s11000001110001111e00000000111111t;
50;9795;1812;1802;594;594;594;594;595;1820;1819;1811;594;594;585;1811;1820;1811;1811;1812;585;594;594;595;585;593;594;594;1811;1811;1811;1811;1820;1811;1079;94;s11000001110001111100000000111111t;
50;9805;1817;1817;591;600;591;591;600;1808;1808;1818;588;591;591;1817;1173;1818;1808;1817;591;601;591;601;591;600;585;591;1819;1808;1817;1817;1804;1811;1075;95;s11000001110001e11100000000111111t;
50;9809;1807;1816;590;591;590;600;599;1808;1817;1820;591;591;600;1814;1808;1817;1808;1818;591;600;591;591;591;601;591;591;1808;1808;1805;1817;1808;1817;1076;96;s11000001110001111100000000111111t;
50;9809;1816;1808;600;590;600;590;591;1816;1807;1816;599;591;590;1817;1807;1815;1817;1807;591;600;600;582;591;590;600;599;1817;1817;1817;1814;1817;1817;1076;97;s11000001110001111100000000111111t;
50;9800;1826;1817;588;590;600;590;599;1817;1817;1808;600;591;600;1818;1808;1808;1817;1808;591;600;600;591;591;600;600;591;1808;1810;1808;1817;1808;1805;1085;98;s11000001110001111100000000111111t;
50;9800;297;1816;1807;599;591;600;590;591;1808;1808;1817;591;590;591;1780;1807;1817;1808;1808;590;597;590;600;591;599;590;591;1817;1798;1808;1817;1808;1816;99;se11000001110001111100000000111111;
150;9793;297;1808;1817;655;591;591;591;591;1807;1817;1808;600;600;591;1808;1808;1808;1808;1817;592;600;600;594;591;591;600;601;1809;1808;1808;1807;1817;1817;0;se11e00001110001111100000000111111;
150;9794;1817;1817;591;600;600;591;591;1808;1817;1815;591;600;591;1816;1817;1808;1817;1817;591;599;600;599;591;600;600;581;1816;1816;1807;1817;1817;1808;1085;1;s11000001110001111100000000111111t;
150;9598;1808;1817;591;600;591;600;646;1818;1817;1808;591;655;604;1808;1808;1808;1808;1818;591;591;591;600;600;591;591;600;1817;1810;1817;1817;1814;1817;1075;2;s11000001110e01111100000000111111t;
150;9801;1816;1816;590;591;590;600;599;1808;1817;1808;600;599;600;1816;1815;1816;1816;1816;600;591;591;600;600;591;591;600;1817;1808;1817;1817;1807;1817;1076;3;s11000001110001111100000000111111t;
150;9801;1817;1810;600;591;600;591;600;1748;1817;1808;590;600;600;1816;1817;1817;1812;1817;646;655;591;600;600;600;591;600;1817;1808;1816;1817;1814;1817;1066;4;s1100000111000111110e000000111111t;
150;9801;1817;1817;591;591;649;591;591;1808;1817;1808;600;591;600;1808;1817;1817;1808;1815;600;591;600;591;601;591;594;600;1817;1817;1817;1817;1817;1817;1075;5;s11000001110001111100000000111111t;
150;9809;1808;1817;600;591;591;600;646;1814;1817;1817;600;591;591;1817;1808;1817;1819;1817;590;599;590;591;590;600;600;590;1817;1826;1807;1807;1808;1808;1085;6;s11000001110001111100000000111111t;
150;9800;1807;1816;590;600;599;600;590;1808;1817;1817;591;599;600;1807;1816;1817;1808;1816;600;600;591;600;600;591;600;591;1817;1808;1817;1817;1808;1817;1076;7;s11000001110001111100000000111111t;
150;9806;1813;1819;600;591;600;591;600;1808;1808;1816;591;596;600;1817;1817;1817;1821;1808;600;600;600;590;591;600;600;599;1816;1817;1808;1817;1817;1817;1084;8;s11000001110001111100000000111111t;
150;9809;508;1820;1808;600;600;596;590;590;1817;1817;1808;600;591;590;1934;1808;1808;1817;1808;591;600;600;590;591;591;600;591;1817;1808;1805;1817;1817;1808;9;se1100000111000e111100000000111111;
150;9795;1812;1802;594;601;604;604;594;1811;1820;1811;594;594;585;1820;1820;1820;1811;1819;649;595;603;603;649;594;594;604;1811;1820;1820;1812;1811;1811;1080;10;s11000001110001111100000000111111t;
150;9807;1817;1824;591;600;600;600;591;1817;1808;1808;600;600;590;1808;1826;1808;1807;1817;655;600;599;600;590;591;600;600;1816;1817;1817;1817;2000;1808;1048;11;s110000011100011111e00000001111e1t;
150;9803;1811;1811;604;604;649;594;594;1820;1811;1811;595;594;594;1812;1811;1820;1822;1811;603;603;594;595;603;603;603;641;1818;1820;1812;1811;1802;1820;1088;12;s11000001110001111100000000111111t;
150;9798;2008;1817;600;591;600;601;591;1808;1817;1808;600;601;600;1809;1817;1818;1817;2285;664;600;591;600;600;600;593;599;1817;1808;1819;1807;1817;1817;1076;13;se1000001110001111ee0000000111111t;
150;9809;1815;1807;599;591;599;591;590;1817;1817;1817;600;599;591;1808;1817;1815;1817;1826;591;591;600;600;591;591;600;600;1817;1817;1816;1832;1817;1817;1076;14;s11000001110001111100000000111111t;
150;9804;1821;1811;595;603;594;594;595;1812;1818;1820;604;594;649;1812;1802;1821;1820;1811;595;594;603;594;594;594;598;603;1811;1894;1812;1811;1812;1811;1079;15;s110000011100011111000000001e1111t;
150;9803;1811;1811;603;604;603;594;594;1821;1820;1811;595;595;594;1817;1820;1811;1821;1820;594;594;603;604;594;594;649;604;1811;1811;1820;1811;1811;1811;1079;16;s11000001110001111100000000111111t;
150;9801;1818;1818;591;600;600;591;591;1818;1808;1817;600;601;591;1817;1817;1808;1818;1821;591;600;600;600;591;600;591;601;1808;1808;1817;1813;1810;1807;1076;17;s11000001110001111100000000111111t;
150;9808;1817;1816;600;599;591;599;600;1817;1817;1817;600;590;591;1816;1807;1808;1819;1817;601;591;591;600;600;600;600;600;1817;1826;1808;1817;1808;1806;1085;18;s11000001110001111100000000111111t;
150;9809;1817;1816;591;600;600;598;600;1816;1817;1817;600;600;591;1807;1816;1807;1807;1817;589;600;600;600;591;591;600;599;1817;1817;1826;1817;1817;1808;1076;19;s11000001110001111100000000111111t;
150;9797;1817;1817;600;591;590;600;600;1816;1808;1817;591;600;600;1817;1817;1823;1817;1818;601;591;600;591;591;600;592;596;1817;1808;1816;1817;1817;1817;1075;20;s11000001110001111100000000111111t;
150;9801;1817;1817;591;599;591;599;591;1807;1816;1804;591;600;600;1807;1817;1817;1817;1817;590;590;591;600;600;590;591;599;1817;1808;1817;1817;1817;1817;1076;21;s11000001110001111100000000111111t;
150;9808;1817;1816;600;590;590;591;600;1817;1808;1817;600;600;599;1817;1826;1807;1817;1808;645;600;600;591;591;600;600;591;1817;1809;1808;1808;1817;1808;1085;22;s11000001110001111100000000111111t;
150;9810;1817;1817;599;590;600;590;600;1817;1817;1817;600;591;591;1817;1815;1817;1817;1808;600;590;600;590;591;599;600;599;1808;1817;1808;1816;1817;1817;1076;23;s11000001110001111100000000111111t;
150;9800;1807;1825;591;590;600;645;591;1817;1817;1808;590;600;599;1826;1817;1817;1816;1817;600;591;591;600;600;591;591;600;1817;1817;1817;1808;1817;1817;1076;24;s11000001110001111100000000111111t;
150;9667;1816;1807;645;655;606;591;600;1817;1808;1817;600;599;590;1807;1825;1807;1816;1816;590;600;599;600;590;600;599;600;1812;1817;1817;1808;1817;1808;1085;25;s110e0001110001111100000000111111t;
150;9801;1808;1817;591;600;591;600;600;1815;1817;1808;600;600;591;1812;1817;1817;1808;1817;599;600;591;589;600;600;591;599;1817;1817;1817;1817;1817;1817;1066;26;s11000001110001111100000000111111t;
150;9808;1816;1817;591;600;600;591;591;1817;1817;1806;600;600;591;1808;1817;1807;1808;1817;590;600;591;600;591;600;591;600;1808;1808;1817;1808;1808;1817;1076;27;s11000001110001111100000000111111t;
150;9812;1817;1814;600;600;591;600;600;1826;1834;1817;599;590;600;1817;1817;1813;1817;1808;600;600;600;591;600;600;655;591;1807;1824;1808;1808;1816;1808;1085;28;s110000011100011111000000e0111111t;
150;9800;1808;1816;591;600;600;600;591;1816;1817;1807;599;600;599;1817;1816;1817;1817;1817;600;600;590;600;600;591;599;591;1825;1816;1814;1817;1817;1817;1076;29;s11000001110001111100000000111111t;
150;9800;1817;1809;601;591;655;646;655;1817;1826;1811;601;591;600;1808;1810;1817;1817;1817;591;591;601;600;600;591;601;592;1808;1808;1817;1808;1815;1817;1076;30;s1100e0e1110001111100000000111111t;
