distance(cm);start;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;end;index;code
50;9800;1816;1808;600;591;599;600;590;1817;1808;1816;590;600;590;1807;1808;1807;1807;1826;591;599;600;591;600;591;600;591;1816;1807;1816;1817;1817;1816;1076;29;s11000001110001111100000000111111t;
50;9801;1817;1817;590;600;591;600;598;1814;1808;1817;600;591;600;1817;1817;1817;1816;1816;590;590;600;600;591;591;600;599;1807;1816;1808;1817;1808;1808;1075;30;s11000001110001111100000000111111t;
50;9801;1819;1810;591;600;591;601;591;1810;1819;1810;601;591;601;1810;1820;1810;1819;1810;592;600;592;591;601;601;591;592;1820;1810;1810;1810;1810;1810;1077;31;s11000001110001111100000000111111t;
50;9800;1817;1807;599;600;590;591;600;1808;1816;1816;591;599;600;1816;1816;1817;1817;1807;590;600;599;591;590;600;600;590;1816;1807;1817;1818;1817;1817;1076;32;s11000001110001111100000000111111t;
50;9804;1819;1811;604;594;594;594;604;1811;1812;1802;594;594;604;1811;1811;1811;1821;1811;594;604;594;585;594;594;594;594;1820;1811;1811;1809;1837;1802;1079;33;s11000001110001111100000000111111t;
50;9801;1814;1823;586;595;595;595;595;1814;1802;1820;604;585;594;1811;1811;1820;1811;1811;585;594;594;603;585;594;594;594;1809;1820;1811;1811;1811;1815;1079;34;s11000001110001111100000000111111t;
50;9802;1828;1812;594;595;594;603;594;1821;1812;1811;594;603;595;1811;1811;1812;1811;1811;603;594;585;595;594;594;594;604;1811;1811;1802;1818;1811;1811;1079;35;s11000001110001111100000000111111t;
50;9801;1817;1808;601;600;591;588;601;1808;1817;1808;591;600;600;1203;1812;1811;1820;1816;591;600;591;591;600;600;600;591;1817;1808;1816;1811;764;1817;1075;36;s1100000111000e1111000000001111e1t;
50;9800;2033;1807;590;599;606;591;600;1817;1817;1817;591;600;591;1808;1817;1808;1813;2348;573;592;600;592;600;601;591;592;1810;1810;1820;1810;1810;1820;1077;37;se1000001110001111e00000000111111t;
50;9794;1817;1817;591;591;600;600;590;1816;1807;1914;600;592;591;1820;1810;1818;1807;1817;599;590;600;600;590;590;599;591;1810;1817;1853;1817;1808;1808;1076;38;s110000011e0001111100000000111111t;
50;9801;298;1817;1817;581;600;600;600;591;1814;1799;1808;591;592;591;1814;1808;1808;1808;1807;600;591;591;597;591;591;591;600;1807;1817;1808;1817;1808;1817;39;se11000001110001111100000000111111;
50;9809;1816;1817;600;591;600;590;590;1816;1817;1816;590;600;591;1807;1808;1808;1817;1808;600;600;591;600;591;591;591;591;1808;1808;1817;1808;1817;1807;1085;40;s11000001110001111100000000111111t;
50;9807;1817;1807;600;600;600;591;600;1817;1817;1817;591;600;600;1808;1808;1808;1817;1807;600;591;592;591;601;591;591;591;1817;1805;1817;1808;1817;1808;241;41;s11000001110001111100000000111111e;
50;9792;1808;1817;592;591;601;600;591;1816;1808;1817;590;590;591;1817;1814;1817;1807;1808;600;591;591;998;599;590;590;600;1807;1817;1824;1808;1815;1808;1085;42;s110000011100011111000e0000111111t;
50;9803;1811;1812;604;594;585;595;595;1811;1811;1802;585;594;594;1811;1812;1811;1820;1810;594;594;604;585;594;594;604;594;1811;1811;1812;1811;1811;1811;1077;43;s11000001110001111100000000111111t;
50;9792;1810;1817;590;591;599;600;590;1806;1808;1817;591;591;599;1817;1808;1817;1816;1817;600;590;593;600;599;591;590;600;1807;1816;1808;1817;1808;1808;1076;44;s11000001110001111100000000111111t;
50;9796;1817;1817;591;591;600;591;591;1817;1808;1817;600;591;590;1817;1811;1808;1808;1810;600;590;600;599;590;590;518;600;1707;1817;1817;1816;1807;1808;1076;45;s110000011100011111000000e0e11111t;
50;9800;1817;1808;600;591;600;600;590;1817;1808;1817;591;590;600;1808;1818;1808;1817;1808;591;600;600;600;591;601;591;600;1815;1818;1817;1808;1808;1808;1076;46;s11000001110001111100000000111111t;
50;9811;298;1808;1816;591;590;-1;599;591;1807;1807;1808;600;599;591;1817;1807;1817;1814;1816;600;590;590;590;600;600;590;599;1818;1817;1816;1817;1808;1808;47;se1100s001110001111100000000111111;
50;9803;1811;1812;595;593;585;594;594;1811;1812;1811;585;594;594;1811;1812;1802;1820;1809;594;594;603;585;594;594;594;595;1812;1812;1811;1820;1819;1820;1079;48;s11000001110001111100000000111111t;
50;9808;1817;1814;600;599;615;600;590;1826;1808;1817;591;599;591;1807;1807;1817;1808;1817;591;591;591;600;591;591;600;600;1808;1817;1807;1817;1808;1817;1067;49;s11000001110001111100000000111111t;
50;9800;1817;1808;600;599;591;600;591;1807;1805;1825;591;599;600;1808;1808;1808;1817;1807;590;600;600;591;599;599;600;590;1817;1808;1817;1807;1816;1817;1075;50;s11000001110001111100000000111111t;
50;9791;1476;1814;1808;593;590;669;600;598;1805;1817;1807;591;600;591;1817;1808;1817;1808;1817;599;590;591;600;600;590;591;598;1812;1808;1807;1816;1817;1807;51;se1100e001110001111100000000111111;
50;9801;393;1801;1811;603;585;594;594;603;1812;1811;1811;594;594;585;1811;1811;1812;1821;1811;595;595;595;594;595;595;595;595;1821;1812;1811;1810;1811;1811;52;se11000001110001111100000000111111;
50;9795;1811;1811;594;594;595;602;594;1821;1811;1811;594;594;594;1821;1811;1811;1802;1820;604;585;594;595;603;594;594;595;1811;1821;1812;1811;1802;1820;1070;53;s11000001110001111100000000111111t;
50;9809;1814;1817;590;591;591;600;600;1808;1808;1808;591;600;591;1817;1817;1817;1817;1960;589;590;600;590;594;590;600;600;1817;1817;1817;1807;1817;1826;1075;54;s11000001110001111e00000000111111t;
50;9793;1817;1808;600;591;600;592;600;1817;1808;1813;600;591;591;1820;1817;1817;1817;1817;591;591;600;600;591;591;600;591;1817;1360;1808;1816;1808;1817;1066;55;s110000011100011111000000001e1111t;
50;9795;1819;1810;592;591;601;591;592;1820;1810;1810;601;591;601;1810;1810;1820;1810;1820;591;601;591;601;591;592;600;601;1810;1814;1819;1810;1811;1816;1076;56;s11000001110001111100000000111111t;
50;9803;1814;1809;595;594;603;594;595;1818;1811;1811;595;594;594;1820;1811;1811;1810;1820;594;594;594;594;595;595;603;603;1811;1820;1811;1811;1802;1811;1079;57;s11000001110001111100000000111111t;
50;9801;1817;1817;592;591;591;591;600;1808;1817;1817;592;600;591;1808;1817;1808;1817;1808;592;600;600;591;591;601;600;596;1817;1808;1817;1807;1817;1814;1076;58;s11000001110001111100000000111111t;
50;9793;1816;1817;591;599;591;590;600;1807;1817;1817;590;591;599;1808;1817;1808;1818;1818;591;600;591;599;591;600;591;591;1818;1818;1817;1817;1808;1808;1076;59;s11000001110001111100000000111111t;
50;9807;1811;1820;594;595;603;594;585;1811;1820;1811;603;594;588;1811;1812;1811;1820;1815;594;603;585;594;687;594;594;594;1821;1810;1820;1811;1811;1811;1079;60;s1100000111000111110000e000111111t;
50;9801;1817;1808;591;599;591;590;600;1807;1817;1817;591;600;591;1808;1807;1808;1807;1808;591;600;600;591;591;600;591;591;1817;1807;1817;1817;1808;1817;1067;61;s11000001110001111100000000111111t;
50;9794;1817;1810;591;600;600;590;600;1816;1817;1817;591;591;591;1806;1808;1808;1817;1817;591;600;591;600;599;591;600;590;1808;1818;1808;1817;1806;1817;1076;62;s11000001110001111100000000111111t;
50;9819;1817;1808;590;600;597;591;591;1817;1817;1816;591;591;600;1811;1807;1807;1807;1816;591;599;591;599;600;591;600;591;1807;1825;1817;1817;1816;1816;1075;63;s11000001110001111100000000111111t;
50;9792;1807;1817;591;591;600;591;591;1815;1808;1818;591;591;591;1817;1808;1817;1811;1817;600;591;344;600;601;591;591;600;1817;1817;1808;1808;1821;1808;1076;64;s11000001110001111100e00000111111t;
50;9812;2021;1817;599;591;599;600;591;1816;1816;1816;590;600;589;1817;1808;1817;1807;1816;600;591;600;591;600;590;590;600;1817;1817;1808;1817;1817;1810;1085;65;se1000001110001111100000000111111t;
50;9793;1817;1807;591;600;600;591;591;1816;1807;1807;590;590;599;1826;1816;1816;1817;1817;590;591;599;600;590;591;590;600;1817;1817;1807;1816;1808;1817;1076;66;s11000001110001111100000000111111t;
50;9817;288;1817;2029;591;591;600;591;591;1817;1808;1817;591;591;591;1807;1817;1817;1807;1808;582;591;590;591;582;601;600;544;1810;1816;1811;1816;1808;1817;67;se1e00000111000111110000000e111111;
50;9792;1817;1814;591;590;600;600;590;1816;1808;1817;600;600;600;1817;1808;1810;2290;1813;600;600;591;600;591;600;591;600;1817;1817;1816;1817;1814;1808;1076;68;s1100000111000111e100000000111111t;
50;9800;1807;1808;600;589;591;600;600;1817;1817;1817;591;600;591;1808;1817;1808;1817;1806;591;600;591;600;591;600;600;591;1817;1808;1817;1808;1818;1808;1085;69;s11000001110001111100000000111111t;
50;9800;1810;1819;595;591;600;591;591;1859;1808;1817;600;592;600;1808;2218;1823;1808;1812;590;600;600;590;600;590;591;599;1816;1817;1817;1817;1816;1807;1076;70;s11000001110001e11100000000111111t;
50;9809;1816;1816;591;590;600;590;591;1816;1807;1808;600;590;591;1817;1817;1817;1808;1817;590;590;599;600;600;597;591;600;1817;1816;1817;1817;1817;1817;1076;71;s11000001110001111100000000111111t;
50;9800;1816;1817;591;591;591;600;600;1808;1817;1807;600;599;600;1812;1816;1803;1807;1816;600;590;591;599;600;590;600;600;1809;1817;1808;1817;1817;1817;1075;72;s11000001110001111100000000111111t;
50;9801;1817;1808;601;591;591;600;600;1808;1817;1817;591;600;591;1815;1817;1808;1808;2305;600;600;591;600;591;600;590;591;1950;1808;1817;1808;1817;1817;1076;73;s11000001110001111e00000000e11111t;
50;9800;1816;1808;600;591;600;590;591;1817;1808;1817;582;591;600;1826;1808;1808;1816;1817;591;591;591;600;591;591;600;600;1808;1817;1808;1815;1829;1807;1085;74;s11000001110001111100000000111111t;
50;9809;1817;1817;592;591;591;600;600;1808;1816;1808;600;591;591;1817;1808;1817;1817;1811;601;601;592;601;591;591;591;591;1819;1811;1819;1811;1820;1807;1075;75;s11000001110001111100000000111111t;
50;9798;1811;1810;601;600;592;591;601;1808;1807;1817;591;599;591;1807;1807;1808;1808;1817;591;600;590;600;600;591;600;581;1808;1817;1807;1817;1807;1816;1076;76;s11000001110001111100000000111111t;
50;9801;1817;1817;600;591;591;600;600;1808;1753;1808;600;591;591;1817;1808;1818;1808;1808;600;591;591;591;598;600;591;596;1817;1808;1817;1807;1817;1808;1075;77;s11000001e10001111100000000111111t;
50;9809;1816;1807;590;600;599;590;591;1816;1807;1816;591;590;591;1808;1817;1817;1817;1817;591;592;591;601;591;591;591;600;1818;1818;1808;1808;1808;1808;1067;78;s11000001110001111100000000111111t;
50;9799;1816;1817;590;591;599;600;591;1817;1807;1817;600;590;600;1817;1817;1817;1817;1817;600;591;591;600;600;591;600;591;1808;1806;1808;1808;1808;1808;1085;79;s11000001110001111100000000111111t;
50;9792;1762;1817;600;591;600;600;591;1817;1808;1817;591;591;591;1817;1805;1808;1808;1817;599;591;600;591;600;591;596;600;1807;1817;1808;1812;1817;1808;1085;80;se1000001110001111100000000111111t;
50;9796;1817;1814;590;600;590;600;591;1808;1807;1808;599;590;590;1817;1808;1817;1803;1808;600;591;591;600;600;591;591;600;1808;1817;1808;1817;1817;1807;1076;81;s11000001110001111100000000111111t;
50;9796;1817;1807;590;591;600;591;590;1817;1807;1807;590;591;590;1808;1807;1816;1807;1807;573;590;600;599;591;590;600;600;1817;1817;1817;1817;1817;1808;1076;82;s11000001110001111100000000111111t;
50;9807;1808;1817;600;590;600;590;599;1818;1817;1817;591;600;591;1812;1816;1807;1817;1808;600;590;600;599;590;600;599;590;1817;1808;1808;1807;1807;1816;1076;83;s11000001110001111100000000111111t;
50;9801;1817;1817;591;591;600;600;591;1817;1807;1815;599;591;590;1816;1817;1817;1817;1817;600;591;591;600;591;591;600;590;1807;1808;1817;1808;1816;1808;1084;84;s11000001110001111100000000111111t;
50;9796;1817;1817;591;591;591;600;600;1817;1808;1807;600;591;589;1829;1808;1808;1808;1807;601;591;592;591;601;591;591;595;1810;1810;1816;1808;1817;1808;1086;85;s11000001110001111100000000111111t;
50;9794;2136;1803;594;594;594;594;595;1820;1811;1812;594;595;594;1820;1811;1811;1811;1818;585;594;594;594;594;594;594;600;1811;1811;1802;1821;1810;1812;1070;86;se1000001110001111100000000111111t;
50;9812;1810;1821;586;594;594;603;594;1810;1802;1811;594;585;595;1812;1812;1811;1811;1811;603;594;585;594;594;594;594;604;1811;1812;1802;1811;1820;1811;1080;87;s11000001110001111100000000111111t;
50;9794;1821;1820;594;594;594;604;594;1811;1811;1811;596;590;594;1811;1802;1820;1811;1810;595;595;595;595;604;586;595;604;1804;1813;1805;1813;1814;1814;1081;88;s11000001110001111100000000111111t;
50;9803;1817;1808;591;590;599;591;600;1817;1817;1817;600;591;591;1817;1817;1817;1808;1808;600;599;590;600;104;591;600;591;1808;1817;1812;1814;1802;1809;1077;89;s1100000111000111110000e000111111t;
50;9800;1817;1808;600;591;600;591;600;1817;1818;1818;591;600;591;1866;1807;1805;1414;1819;591;601;591;592;591;601;600;592;1810;1801;1810;1820;1817;1810;1077;90;s1100000111000e11e100000000111111t;
50;9800;1816;1807;591;593;591;590;600;1817;1808;1808;600;600;591;1817;1808;1817;1808;1815;591;591;591;600;591;600;591;600;1817;1817;1807;1817;1807;1817;1066;91;s11000001110001111100000000111111t;
50;9801;1817;1817;591;591;591;600;600;1807;1817;1807;600;600;591;1817;1817;1817;1809;1819;591;592;527;591;601;601;592;592;1810;1810;1810;1810;1819;1810;1077;92;s11000001110001111100e00000111111t;
50;9808;1817;1808;600;590;591;600;590;1807;1815;1817;591;599;591;1816;1817;1817;1952;1808;600;590;590;590;600;597;591;591;1817;1808;1817;1808;1817;1808;1076;93;s1100000111000111e100000000111111t;
50;9810;1807;1817;600;591;591;591;600;1807;1817;1808;599;591;591;1817;1817;1817;1817;1817;591;600;591;591;591;600;591;589;1816;1808;1817;1808;1817;1808;1076;94;s11000001110001111100000000111111t;
50;9800;1816;1817;600;591;590;600;599;1817;1816;1817;591;600;591;1816;1808;1817;1817;1808;600;591;591;591;600;600;591;600;1817;1809;1815;1808;1888;1808;1076;95;s110000011100011111000000001111e1t;
50;9807;1808;1816;600;590;600;599;591;1816;1816;1817;600;600;590;1817;1808;1816;1816;1817;600;599;591;599;591;599;590;591;1817;1807;1816;1807;1807;1807;1076;96;s11000001110001111100000000111111t;
50;9801;1817;1817;600;600;590;591;600;1807;1808;1808;591;591;601;1817;1817;1817;1817;1807;591;600;599;591;600;591;600;600;1808;1807;1808;1807;1808;1806;1075;97;s11000001110001111100000000111111t;
50;9801;1816;1816;600;590;600;581;591;1928;1807;1817;591;591;591;1808;1808;1808;1808;1808;600;597;590;599;590;590;600;590;1807;1817;1808;1817;1817;1817;1076;98;s1100000e110001111100000000111111t;
50;9801;1816;1817;591;599;591;591;600;1808;1815;1816;590;591;600;1807;1816;1807;1817;1817;591;591;599;600;590;600;599;591;1807;1817;1808;1816;1808;1817;1066;99;s11000001110001111100000000111111t;
150;9804;1811;1811;594;594;594;594;604;1811;1811;1802;585;594;594;1811;1811;1811;1821;1812;594;595;603;585;594;594;601;594;1811;1802;1820;1820;1811;1811;1079;0;s11000001110001111100000000111111t;
150;9800;1817;1812;563;600;600;591;600;1825;1816;1817;591;588;600;1808;1817;1808;1781;1817;612;591;600;591;600;591;600;590;1807;1808;1808;1817;1808;1817;1076;1;s11000001110001111100000000111111t;
150;9801;389;1817;1802;591;600;591;591;591;1808;4194;591;591;600;1817;1808;1808;1808;1807;591;591;600;590;591;591;600;591;1807;1805;1801;1807;1807;1817;1075;2;se11000001e0001111100000000111111t;
150;9809;1817;1817;591;591;600;600;591;1817;1808;1817;591;591;591;1817;1808;1813;1817;1817;591;591;600;591;600;591;600;591;1808;1808;1807;1808;1816;1808;1085;3;s11000001110001111100000000111111t;
150;9791;393;1811;1812;595;595;604;595;585;1811;1802;1811;594;594;585;1811;1811;1802;1811;1811;603;594;594;594;603;594;585;594;1820;1802;1811;1811;1811;1802;4;se11000001110001111100000000111111;
150;9792;1817;1808;600;600;600;591;591;1818;1806;1817;591;591;600;1812;1807;1817;1808;1816;600;591;600;738;594;602;590;591;1816;1807;1817;1808;1817;1807;1084;5;s110000011100011111000e0000111111t;
150;9801;1817;1809;601;591;592;591;600;1817;1817;1808;593;592;600;1808;1818;1808;1809;1818;592;591;601;600;591;591;600;591;1815;1817;1808;1478;1814;1817;1075;6;s11000001110001111100000000111e11t;
150;9800;1816;1807;600;590;600;600;591;1817;1808;1817;590;600;590;1807;1808;1816;1807;1817;591;600;591;600;590;591;591;600;1817;1817;1806;1817;1807;1817;1067;7;s11000001110001111100000000111111t;
150;9817;1815;1818;591;591;600;591;591;1739;1808;1808;600;581;591;1817;1808;1819;1807;1817;591;591;591;600;600;591;600;591;2102;1819;1819;1806;1817;1808;1084;8;s1100000e110001111100000000e11111t;
150;9807;1810;1820;606;592;591;601;600;1810;1810;1810;591;601;591;1819;1810;1810;1819;1811;592;591;592;592;601;601;598;591;1816;1807;1807;1808;1808;1806;1075;9;s11000001110001111100000000111111t;
150;9800;1808;1816;591;590;600;590;600;1826;1808;1808;590;591;591;1817;1808;1817;1808;1818;582;591;600;600;591;591;601;600;1808;1817;1808;1817;1808;1808;1085;10;s11000001110001111100000000111111t;
150;9799;1816;1817;600;599;600;591;591;1817;1807;1817;590;591;599;1808;1817;1816;1807;1817;591;591;600;591;591;600;591;600;1817;1817;1816;1817;1808;1808;1085;11;s11000001110001111100000000111111t;
150;9804;1808;1817;600;590;591;591;600;1808;1817;1807;600;591;591;1817;1817;1817;1816;1817;600;600;591;591;600;600;591;600;1816;1817;1817;1817;1817;1817;1076;12;s11000001110001111100000000111111t;
150;9801;1817;1807;590;599;591;599;591;1808;1816;1808;600;591;600;1813;1817;1808;1817;1808;601;591;600;591;601;591;600;591;1817;1801;1808;1817;1808;1817;1076;13;s11000001110001111100000000111111t;
150;9816;1810;1819;592;591;601;600;591;1810;1810;1810;600;591;591;1810;1810;1810;1810;1810;600;591;591;591;600;591;600;591;1810;1810;1819;1815;1820;1810;1087;14;s11000001110001111100000000111111t;
150;9801;1817;1817;589;591;600;600;591;1817;1808;1817;591;591;591;1810;1807;1816;1811;1817;600;591;590;600;599;591;591;600;1808;1817;1807;1807;1816;1806;1085;15;s11000001110001111100000000111111t;
150;9811;1807;1807;600;591;591;597;600;1817;1817;1817;591;600;591;1808;1808;1808;1817;1807;598;600;590;600;590;600;591;590;1817;1817;1817;1817;1818;1816;1075;16;s11000001110001111100000000111111t;
150;9801;1817;1807;599;600;591;599;591;1807;1817;1817;590;600;600;1808;1817;1807;1816;1817;591;600;591;591;600;591;600;591;1807;1817;1808;1816;1808;1817;1066;17;s11000001110001111100000000111111t;
150;9812;1808;1817;590;591;600;600;591;1820;1808;1810;600;590;591;1817;1805;1817;1808;1817;600;536;590;600;600;590;599;597;1808;1808;1808;1808;1817;1808;1084;18;s1100000111000111110e000000111111t;
150;9803;1813;1808;586;594;594;603;585;1821;1812;1808;643;603;577;1821;1812;1811;947;1811;594;604;594;603;594;585;594;594;1820;1811;1811;1802;1919;1802;1079;19;s1100000111000111e1000000001111e1t;
150;9792;1817;1816;591;600;597;600;591;1817;1808;1817;590;590;590;1817;1808;1817;1807;1816;599;591;590;600;599;591;600;600;1808;1808;1807;1817;1816;1817;1079;20;s11000001110001111100000000111111t;
150;9812;1802;1820;603;585;594;594;603;1811;1811;1802;595;595;597;1812;1811;1811;1820;1811;594;603;594;595;594;603;154;595;1811;1803;1820;1812;1811;1820;1079;21;s110000011100011111000000e0111111t;
150;9803;1812;1810;594;594;595;594;594;1820;1811;1820;585;594;594;1811;1812;1811;1811;1811;585;594;594;604;594;594;594;604;1811;1812;1811;1820;1810;1811;1070;22;s11000001110001111100000000111111t;
150;9795;1821;1820;594;604;594;594;594;1810;1802;1820;603;585;594;1814;1811;1811;1811;1811;603;585;595;594;603;589;595;594;1811;1811;1812;1811;1820;1811;1079;23;s11000001110001111100000000111111t;
150;9800;1817;1808;591;590;600;584;590;1817;1807;1807;600;600;591;1817;1808;1818;1808;1817;600;591;591;600;600;591;591;601;1808;1817;1808;1808;1817;1808;1086;24;s11000001110001111100000000111111t;
150;9800;1817;1817;591;599;591;599;591;1816;1790;1817;591;581;590;1808;1808;1807;1808;1808;600;600;591;590;600;600;590;600;1816;1814;1817;1808;1818;1808;1076;25;s11000001110001111100000000111111t;
150;9801;1817;1808;591;600;591;600;591;1808;1808;1816;591;591;600;1805;1817;1808;1819;1816;591;599;600;599;591;591;600;600;1816;1816;1816;1817;1807;1816;1066;26;s11000001110001111100000000111111t;
150;9808;1816;1816;591;590;600;600;591;1817;1808;1817;601;591;591;1817;1808;1816;1808;1817;591;591;591;600;591;591;591;601;1808;1817;1817;1808;1824;1808;1076;27;s11000001110001111100000000111111t;
150;9802;1817;2135;591;581;590;591;590;1817;1807;1816;590;591;599;1808;1816;1816;1807;1813;591;600;590;600;590;591;599;600;1808;1808;1808;1808;1808;1806;1076;28;s1e000001110001111100000000111111t;
150;9801;1808;1817;591;600;591;590;597;1808;1817;1808;591;600;591;1807;1807;1808;1808;1817;591;599;590;600;590;591;599;600;1816;1817;1817;1817;1816;1817;1076;29;s11000001110001111100000000111111t;
150;9802;1825;1817;591;591;591;600;591;1807;1820;1817;590;600;590;1807;1808;1808;1817;1816;591;591;600;600;591;600;600;591;1817;1817;1808;1808;1831;1808;1076;30;s11000001110001111100000000111111t;
